,Person,Responsibility,imdbID
53120,Gene Roddenberry,creator,tt5667190
53121,David A. Davies,story,tt0099188
53122,Mark Patrick Carducci,teleplay,tt0099188
53123,Marilyn Harris,novel,tt0076087
53124,Tom Dagenais,story,tt0062010
53125,Cal Howard,story,tt0062010
53126,Taishi Shiode,screenplay,tt3282562
53127,Robin Bhatt,screenplay,tt0267246
53128,Robin Bhatt,story,tt0267246
53129,Kamlesh Pandey,dialogue,tt0267246
53130,Sujit Sen,screenplay,tt0267246
53131,Sujit Sen,story,tt0267246
53132,Jaclyn Gramigna,story,tt1579325
53133,Michel Fessler,collaboration,tt2705326
53134,Ludwig Anzengruber,novel,tt0189917
53135,Brad Jones,screenplay by,tt5878326
53136,Ryan Mitchelle,screenplay by,tt5878326
53137,Brandon Glajchen,screenplay,tt2255434
53138,Kevin Lee,original idea,tt2255434
53139,Maurissa Tancharoen,video segments,tt0420534
53140,Crane Wilbur,original screenplay,tt0031858
53141,Zübeyr Sasmaz,story,tt2401082
53142,Kentarô Moriya,screenplay,tt0466143
53143,Herman Cohen,original story,tt0052901
53144,Aben Kandel,original story,tt0052901
53145,Herman Cohen,screenplay,tt0052901
53146,Aben Kandel,screenplay,tt0052901
53147,Ethel Hill,screen play,tt0031580
53148,Walter Ferris,screen play,tt0031580
53149,Frances Hodgson Burnett,based on the novel by,tt0031580
53150,Enrique Gómez Vadillo,screenplay,tt1460015
53151,Carlos Valdemar,screenplay,tt1460015
53152,Hugh Gray,story,tt0045499
53153,Æneas MacKenzie,screenplay,tt0045499
53154,Æneas MacKenzie,story,tt0045499
53155,Ranjeet S. Marwa,screenplay,tt3626046
53156,Victor Wright,story,tt3626046
53157,Karl Tunberg,written for the screen by,tt0040982
53158,Robert Carson,story,tt0040982
53159,Darla Rae,screenplay,tt2362354
53160,Carlo Vanzina,story and screenplay,tt0117725
53161,Enrico Vanzina,story and screenplay,tt0117725
53162,Franco Ferrini,story and screenplay,tt0117725
53163,Denys Desjardins,original idea,tt5206940
53164,Bennett Cohen,story and scenario,tt0023568
53165,Val Burton,original screenplay,tt0039037
53166,Walter DeLeon,original screenplay,tt0039037
53167,Bradford Ropes,original screenplay,tt0039037
53168,John Grant,additional dialogue,tt0039037
53169,Renzo Merusi,story,tt0066985
53170,Renzo Merusi,screenplay,tt0066985
53171,Leandro Lucchetti,screenplay,tt0066985
53172,Stephen Corron,screenplay,tt1665413
53173,Robert Kaufman,creator,tt0459823
53174,Dennis Shippy,screenplay,tt2898958
53175,John Dighton,play,tt0276998
53176,Herman C. McNeile,novel,tt0025710
53177,Walter Summers,adaptation,tt0025710
53178,Erik Eger,screenplay,tt3338970
53179,Laila Ladraa,screenplay,tt3338970
53180,Laila Ladraa,story,tt3338970
53181,Paul Robert Lingas,screenplay,tt6022174
53182,Simon Phillips,creator,tt6022174
53183,Simon Phillips,screenplay,tt6022174
53184,Arkeisha Roberts,screenplay,tt6022174
53185,Frank H. Spearman,story,tt0019211
53186,Walter Woods,adaptation,tt0019211
53187,Walter Woods,titles,tt0019211
53188,Jon Craig,screenplay,tt1986175
53189,Jon Craig,story,tt1986175
53190,Chris Ryves,screenplay,tt1986175
53191,Michael Goodman,story,tt2392387
53192,Adam Linkenhelt,story,tt2392387
53193,Steve Ramsden,story,tt2392387
53194,Stany Crets,dialogue,tt0131278
53195,Christophe Dirickx,screenplay,tt0131278
53196,Tom Lanoye,novel,tt0131278
53197,Peter Van den Begin,dialogue,tt0131278
53198,Frank Fenton,story,tt0028576
53199,Lynn Root,story,tt0028576
53200,Elsa Lewin,based on the novel by,tt1587411
53201,Nkem Alu,screenplay,tt1062300
53202,Nkem Alu,story,tt1062300
53203,Robert Liebmann,screenplay,tt0163614
53204,Jun Lana,story,tt0325598
53205,Traci Kochendorfer,creator,tt2192494
53206,Diana Morgan,screenplay,tt0050632
53207,Dorothy Cooper,screenplay,tt0050632
53208,Aimée Stuart,play,tt0050632
53209,Frederic Gotfurt,scenario supervisor,tt0050632
53210,Edmundo Báez,adaptation,tt0154631
53211,Tito Davison,adaptation,tt0154631
53212,Stefan Zweig,novel,tt0154631
53213,Al Laggorrey,screenplay,tt0358586
53214,Jim Holliday,screenplay,tt0358586
53215,Dan Bennett,script executive,tt5571560
53216,John Twist,screenplay,tt0034751
53217,Monte Brice,story,tt0034751
53218,W. Carey Wonderly,"story suggested by ""The Viennese Charmer"" in Young's Magazine",tt0034751
53219,Bert Dueñas Jr.,story,tt1193602
53220,Harshavardhan,dialogue,tt6010240
53221,Sudha Kongara,screenplay,tt6010240
53222,Sudha Kongara,story,tt6010240
53223,Jesca Marisa Leibbrandt,story,tt1742079
53224,Michael Beardsley,story,tt6437310
53225,Furkan Uzun,story,tt3853646
53226,John Leach,story,tt0308313
53227,Isobel Jean Rankin,story,tt0308313
53228,André Chamson,novel,tt0199430
53229,André Chamson,screenplay,tt0199430
53230,Susan Fink,story,tt1399642
53231,David Hopper,story,tt1399642
53232,Emerson Machtus,script,tt1399642
53233,Jim Abrahams,"television series: ""Police Squad""",tt0095705
53234,David Zucker,"television series ""Police Squad""",tt0095705
53235,Jerry Zucker,"television series ""Police Squad""",tt0095705
53236,Everett McNeil,scenario,tt0345080
53237,Randy Kornfield,story,tt0110131
53238,Randy Kornfield,teleplay,tt0110131
53239,Ken Hixon,teleplay,tt0110131
53240,Shamus Culhane,story,tt0150815
53241,Joseph Sabo,story,tt0150815
53242,Tony Reese,story,tt3091026
53243,Shôfû Muramatsu,novel,tt0032156
53244,Shelby Shoup,screenplay,tt3205392
53245,Mark Frost,story,tt0242054
53246,Sollace Mitchell,teleplay,tt0242054
53247,Mark Frost,teleplay,tt0242054
53248,Micheal Bemma,creator,tt2145681
53249,Rhonda Jenkins,creator,tt4513516
53250,Joe Montanti,creator,tt4513516
53251,Elena Soarez,screenplay,tt0870090
53252,Roberto Moreira,screenplay collaboration,tt0870090
53253,Paulo Morelli,story,tt0870090
53254,Elena Soarez,story,tt0870090
53255,Bráulio Mantovani,inspired by the characters created by,tt0870090
53256,Thomas Rickman,screenplay,tt0080549
53257,Loretta Lynn,autobiography,tt0080549
53258,George Vecsey,autobiography,tt0080549
53259,Michael Bergmann,screenplay,tt7593324
53260,Jonathan F. Putnam,book,tt7593324
53261,Emil Kruschke,story,tt0002776
53262,Edgar Franklin,story,tt0011121
53263,Blake Freeman,story,tt1893400
53264,Advait Chandan,screenplay,tt6108090
53265,Rex Stout,novel,tt0210714
53266,Paul Monash,teleplay,tt0210714
53267,Teddy Baird,scenario,tt0177204
53268,Jean Woolaston,scenario,tt0177204
53269,Joshua Ferris,short story,tt1159986
53270,Norbert Köbli,screenplay by,tt6605812
53271,Attila Szász,screenplay by,tt6605812
53272,János Havasi,book,tt6605812
53273,Yasushi Satô,based on the novel by,tt3039932
53274,Ryô Takada,screenplay,tt3039932
53275,Bill Peet,story,tt0038674
53276,Tanner Franks,story,tt6226540
53277,Zach Spotts,screenplay,tt6226540
53278,Rick Marx,screenplay,tt0190775
53279,Karl Gromelski,screenplay,tt1557636
53280,Milap Zaveri,dialogue,tt0449306
53281,Rasmus Heide,screenplay,tt4942270
53282,Jacob Tingleff,screenplay,tt4942270
53283,Rasmus Heide,story,tt4942270
53284,Mick Øgendahl,story,tt4942270
53285,John S. Lopez,story,tt0492211
53286,Sergi Rubió,screenplay,tt1223891
53287,Julie Peyr,collaboration on screenplay,tt5729818
53288,Nathalie Najem,collaborator for adaptation,tt5729818
53289,Richie Cerda,story,tt3117300
53290,Royal K. Cole,original screenplay,tt0060929
53291,Ronald Davidson,original screenplay,tt0060929
53292,Basil Dickey,original screenplay,tt0060929
53293,Jesse Duffy,original screenplay,tt0060929
53294,Grant Nelson,original screenplay,tt0060929
53295,George H. Plympton,original screenplay,tt0060929
53296,Joseph F. Poland,original screenplay,tt0060929
53297,Charles Sprawson,book,tt1069258
53298,Barr Cross,story,tt0177371
53299,Victor Roberts,adaptation,tt0177371
53300,Erich Demerath,creator,tt3238094
53301,Chad Coenson,creator,tt3238094
53302,H.V. Esmond,play,tt0011092
53303,Eduardo Solorzano-Penella,story by,tt5830446
53304,Jûzô Yamasaki,manga,tt0203174
53305,Ken'ichi Kitami,manga,tt0203174
53306,Carlos Kasuski,screenplay,tt1340147
53307,Quino,comic,tt1340147
53308,Bert Howard,story,tt0327191
53309,Jim Carlson,story,tt5433772
53310,Dan Engler,story,tt5433772
53311,Fernando Uribe,story,tt5433772
53312,Harry Beaumont,scenario,tt0489127
53313,Catharine Parke,narration writer,tt7526244
53314,Catharine Parke,story editor,tt7526244
53315,Jean Stelli,story,tt0263731
53316,Avelino 'El Rico' Lescot,voiceovers and additional dialogue,tt1318819
53317,Afam Okereke,screenplay,tt0953511
53318,Richard Kanter,written for the screen by,tt0067988
53319,Sal Comstock,original story,tt0067988
53320,Edmundo Báez,adaptation,tt0060300
53321,Félix B. Caignet,radioplay,tt0060300
53322,Tito Davison,adaptation,tt0060300
53323,Robert McCallum,screenplay,tt0945359
53324,E. Phillips Oppenheim,novel,tt0008572
53325,Léonce Perret,scenario,tt0008572
53326,Carl Hamill,script editor,tt3201572
53327,Neil Morris,peter vincent segments,tt4621782
53328,William C. Beal,story,tt0012296
53329,Marie Pavis,story,tt0797943
53330,Nacoma Whobrey,screenplay,tt0488349
53331,Nacoma Whobrey,story,tt0488349
53332,Roselyn Sanchez,story,tt0488349
53333,Cho-Yee Cheung,screenplay,tt0106807
53334,Norman Miller,story,tt1385492
53335,Tracy D. Smith,screenplay,tt3039056
53336,Oscar Wilde,based on the play by,tt3039056
53337,Cameron McCasland,screenplay,tt6224364
53338,Larry Underwood,story by,tt6224364
53339,Marge,comic strip,tt0151015
53340,Bill Turner,story,tt0151015
53341,Jack Ward,story,tt0151015
53342,Lisa Lipton,story,tt3698866
53343,Dale Van Every,original story,tt0021470
53344,Arthur Freed,original story,tt0021470
53345,Sylvia Thalberg,adaptation,tt0021470
53346,Frank Butler,adaptation,tt0021470
53347,P.G. Wodehouse,dialogue,tt0021470
53348,Martin Jones,from an idea by,tt5849880
53349,David Nattriss,from an idea by,tt5849880
53350,Arthur Miller,play,tt0273282
53351,Scott Darling,scenario,tt0323966
53352,Craig Hutchinson,story,tt0323966
53353,Martin Nezval,story,tt1425235
53354,Sidney Sheldon,creator,tt0109990
53355,Lauren Midwinter,screenplay,tt3956358
53356,H.P. Lovecraft,story,tt1971410
53357,Dann Kriss,screenplay,tt1971410
53358,Frank Driscoll,script,tt1731261
53359,Vince Marcello,story by,tt2325989
53360,Mark Landry,story by,tt2325989
53361,Vince Marcello,teleplay by,tt2325989
53362,Mark Landry,teleplay by,tt2325989
53363,Robert Horn,teleplay by,tt2325989
53364,Jean-Pierre Feydeau,dialogue,tt0158801
53365,Jean-Pierre Feydeau,screenplay,tt0158801
53366,André Hornez,dialogue,tt0158801
53367,André Hornez,screenplay,tt0158801
53368,Clément Vautel,novel,tt0158801
53369,Enid Reynolds,story,tt5144058
53370,Michael Sloan,creator,tt0818120
53371,Robert Remy,screenplay,tt1545486
53372,Ted W. Crestview,story,tt0349981
53373,Michael Raso,story,tt0349981
53374,Terry M. West,story,tt0349981
53375,Tom Gibson,scenario,tt1392111
53376,Arturo Pérez-Reverte,novel,tt0142688
53377,John Brownjohn,screenplay,tt0142688
53378,Enrique Urbizu,screenplay,tt0142688
53379,Roman Polanski,screenplay,tt0142688
53380,Anthony Paul Kelly,scenario,tt0004448
53381,Bob DeRosa,screenplay,tt1103153
53382,Ted Griffin,screenplay,tt1103153
53383,Bob DeRosa,story,tt1103153
53384,Alfred Lord Tennyson,"story ""Enoch Arden""",tt0000629
53385,Charles Kenyon,screen play,tt0024160
53386,Sidney Sutherland,screen play,tt0024160
53387,Charles Kenyon,dialogue,tt0024160
53388,David Karsner,based on novel by,tt0024160
53389,J.W. Culbertson,scenario,tt0339344
53390,Mario Xavier,screenplay,tt1156513
53391,Mike Hicks,story,tt1156513
53392,Mario Xavier,story,tt1156513
53393,Hippolyte Bis,libretto,tt0192073
53394,Armand Marrat,libretto,tt0192073
53395,Étienne de Jouy,libretto,tt0192073
53396,Callum Douglas,additional scenes,tt4222074
53397,Craig Douglas,story,tt4222074
53398,Ketti Frings,screenplay,tt0036886
53399,Hagar Wilde,play,tt0036886
53400,Dale Eunson,play,tt0036886
53401,Katherine Albert,adapted from a story by,tt0036886
53402,William Hanna,animated series,tt0158622
53403,Joseph Barbera,animated series,tt0158622
53404,Elijah Atkins,story,tt1595484
53405,Coquie Hughes,screenplay,tt1774499
53406,Harvey Gates,screenplay,tt0007461
53407,Harvey Gates,story,tt0007461
53408,Jean Stafford,story,tt6535110
53409,Scott O'Dell,novel,tt0058241
53410,Edward J. Bozek,segment,tt0328206
53411,Lowell Cunningham,segment,tt0328206
53412,John E. Hudgens,segment,tt0328206
53413,Tom Newby,segment,tt0328206
53414,David Tomaszewski,segment,tt0328206
53415,Rutherford Montgomery,novel,tt0127038
53416,Tom Gries,screenplay,tt0127038
53417,George W. Pyper,story,tt0019407
53418,George W. Pyper,screenplay,tt0019407
53419,Randolph Bartlett,titles,tt0019407
53420,Jared Masters,story,tt2981260
53421,Rock Savage,screenplay,tt1366857
53422,Ape Yola,story,tt5452998
53423,Joachim Masannek,screenplay,tt5126792
53424,Paritosh Basu,additional dialogue,tt1590140
53425,Biresh Chatterjee,dialogue,tt1590140
53426,Animesh Ray Chowdhury,dialogue,tt1590140
53427,Bimal Mitra,novel,tt1590140
53428,Dipendra Sengupta,additional dialogue,tt1590140
53429,Robert Pawloski,script,tt1989496
53430,Mark Williams,story,tt1989496
53431,Lex Halaby,screenplay,tt1773837
53432,Paul Sapiano,creator,tt1591502
53433,Hella Wuolijoki,play,tt0039370
53434,Michael Devon Watson,story,tt2700930
53435,Barry Shipman,original screenplay,tt0032590
53436,George Worthing Yates,original screenplay,tt0032590
53437,Franklin Adreon,original screenplay,tt0032590
53438,Ronald Davidson,original screenplay,tt0032590
53439,Lois Eby,original screenplay,tt0032590
53440,Fran Striker,based on the radio drama by,tt0032590
53441,Mark Daniel,screenplay,tt1355635
53442,Michael O'Connor,screenplay,tt1355635
53443,Aaron Vnuk,screenplay,tt1355635
53444,Arthur Phillips,screenplay,tt0037208
53445,Walter DeLeon,screenplay,tt0037208
53446,Seena Owen,story,tt0037208
53447,Edward McWade,play,tt0285297
53448,June Mathis,scenario,tt0167033
53449,Ella Wheeler Wilcox,poem,tt0167033
53450,Olaf Herfeldt,idea,tt0053048
53451,Wolf Neumeister,idea,tt0053048
53452,Henrik Galeen,story,tt0018810
53453,Henrik Galeen,screenplay,tt0018810
53454,Tyler Rugh,story,tt3508558
53455,Charis Tobias,story,tt3621988
53456,Celine Solignac,contributing writer,tt3762020
53457,Cyril Hume,screen play,tt0024025
53458,H.W. Hanemann,screen play,tt0024025
53459,Erwin S. Gelsey,screen play,tt0024025
53460,Anne Caldwell,from a play by,tt0024025
53461,Lou Brock,based on an original story by,tt0024025
53462,Alison Cozby,story,tt3147952
53463,Tessa Ann Duckson,story,tt5672104
53464,Joseph Holmes,story,tt5672104
53465,Shelbi McGuirk,story,tt5672104
53466,Dorea Slagle,story,tt5672104
53467,Deryka Tso,story,tt5672104
53468,Pierre Decourcelle,scenario,tt0199732
53469,René Leprince,screenplay,tt0199732
53470,Ferdinand Zecca,screenplay,tt0199732
53471,H.M. Walker,dialogue,tt0021738
53472,Mark Fox,script,tt5809088
53473,Ian Moody,script supervisor,tt5809088
53474,Ewan Rigg,novel,tt5809088
53475,Ewan Rigg,script,tt5809088
53476,Tom Stavely,script,tt5809088
53477,Charlie Foley,creator,tt0433367
53478,Charlie Foley,story,tt0433367
53479,Justin Hardy,story,tt0433367
53480,David McNab,story,tt0433367
53481,Kevin Tao Mohs,story,tt0433367
53482,Herb Robbins,stage play,tt1808269
53483,Maurice Tombragel,screenplay,tt0050285
53484,Herbert Purdom,story,tt0050285
53485,Jun'ichi Inoue,screenplay,tt3228868
53486,Ranald MacDougall,screenplay,tt0062863
53487,Adrian Spies,screenplay,tt0062863
53488,Wilbur Smith,novel,tt0062863
53489,Lanier Bartlett,story,tt0415124
53490,Bill Zebub,screenplay,tt1627926
53491,Charles H. France,scenario,tt0459298
53492,Channing Pollock,play,tt0012733
53493,Patricia Foulds,story,tt0239428
53494,Charles J. Wilson,scenario,tt0239428
53495,Adam Keker,story,tt4510348
53496,St. John Ervine,play,tt0022891
53497,Sam Cobean,story,tt0149348
53498,Mrs. Owen Bronson,scenario,tt0433201
53499,Harold Benjamin,story,tt0314535
53500,Arnold Burke,screenplay,tt0314535
53501,Isadore Klein,story,tt0149087
53502,Shareese Ellison,story,tt2157083
53503,Chosen Mason,story,tt2157083
53504,Frank R. Adams,story,tt0012748
53505,Mary O'Hara,adaptation,tt0012748
53506,Mike Rader,story,tt3638082
53507,Kailin Gow,novel,tt3400452
53508,Kailin Gow,screenwriter,tt3400452
53509,O. Henry,novels,tt1263041
53510,Novak Novak,adaptation,tt1263041
53511,Antonio Avati,screenplay,tt0074287
53512,Antonio Avati,story,tt0074287
53513,Pupi Avati,screenplay,tt0074287
53514,Pupi Avati,story,tt0074287
53515,Martin O'Donoghue,script by,tt4340616
53516,Pierre Monçais,story,tt0138356
53517,Robert Bettoni,screenplay,tt0138356
53518,Bud Fisher,comic strip Mutt and Jeff,tt0011259
53519,Vincent Nigito,screenplay,tt1540907
53520,Vincent Nigito,story,tt1540907
53521,Gary Dauberman,screenplay,tt7349950
53522,Stephen King,based on the novel by,tt7349950
53523,James A. Stiles,story,tt0175716
53524,William Butler,story and screenplay,tt1293561
53525,Jeff Winiski,story,tt0415489
53526,Mike Diiorio,story,tt0415489
53527,Craig Sheffer,story,tt0415489
53528,Craig Sheffer,screenplay,tt0415489
53529,J.R. Cox,story,tt2244640
53530,Justin Marshall Elias,story,tt2244640
53531,H.M. Walker,titles,tt0189736
53532,W. Patrick Martin,story,tt2405536
53533,Dorothy Farnum,adaptation,tt0013585
53534,Eugène Sue,novel,tt0013585
53535,Raymond Caillava,dialogue,tt0050270
53536,Orin Jannings,dialogue,tt0050270
53537,Waldemar Young,screenplay,tt0024188
53538,Philip Wylie,screenplay,tt0024188
53539,H.G. Wells,novel,tt0024188
53540,Bud Fisher,comic strip Mutt and Jeff,tt0015950
53541,Tommy Draper,story,tt3184758
53542,Miguel Gaudêncio,story,tt3184758
53543,Evan Maloney,story,tt3184758
53544,Prashast Singh,dialogue,tt6298264
53545,Prashast Singh,screenplay,tt6298264
53546,Prashast Singh,story,tt6298264
53547,Martin Mooney,story,tt0036879
53548,Frank Fenton,screen play,tt0039659
53549,Dick Irving Hyland,screen play,tt0039659
53550,DeWitt Bodeen,adaptation,tt0039659
53551,Dick Irving Hyland,story,tt0039659
53552,Egil Pedersen,story,tt3259122
53553,Tsumugu Hashimoto,based on the novel by,tt1542892
53554,Masafumi Nishida,screenplay,tt1542892
53555,Rudolf Österreicher,play,tt0019470
53556,Doris Anderson,adaptation,tt0019470
53557,Rudolph Bernauer,play,tt0019470
53558,Julian Johnson,titles,tt0019470
53559,Jean de Limur,adaptation,tt0019470
53560,Bill Stern,commentary,tt0357556
53561,Kee Heywood,story,tt2960736
53562,Charles E. Roberts,story,tt2107645
53563,Jean Yarbrough,story,tt2107645
53564,Christopher Bram,novel,tt0120684
53565,Bill Condon,screenplay,tt0120684
53566,George Ade,story,tt0005283
53567,James Agee,novel,tt0196328
53568,Tad Mosel,play,tt0196328
53569,Tad Mosel,teleplay,tt0196328
53570,Tad Mosel,adaptation,tt0196328
53571,Edgar Rice Burroughs,novel,tt0020481
53572,Ford Beebe,titles,tt0020481
53573,Ian McClosky Heath,continuity,tt0020481
53574,Suzanne Dolan,story by,tt5612890
53575,Dimitri Logothetis,story,tt0096117
53576,Ted Landon,screenplay,tt0096117
53577,Amy Tan,novel,tt0107282
53578,Amy Tan,screenplay,tt0107282
53579,Ronald Bass,screenplay,tt0107282
53580,Bryan McAdams,story,tt2409646
53581,Jerome N. Wilson,story,tt0167425
53582,Stelios Tatasopoulos,adaptation,tt0231688
53583,Min Tran,story,tt1720211
53584,Kenneth H. Kim,screenplay,tt4286192
53585,Scott Shaw,screenplay,tt4286192
53586,Scott Shaw,story,tt4286192
53587,Hiroko Kanasugi,screenplay,tt2263940
